name,description,price,stock,category_id
Coffee Table,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,45076,37,3
Wood Lamp,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",32926,22,2
Bench,Cras pellentesque volutpat dui.,27534,11,4
Drawer,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,6389,10,4
Wall Decor,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",7545,31,4
Wood Chair,Nulla mollis molestie lorem.,16285,25,2
Dining Table,Proin at turpis a pede posuere nonummy.,30474,12,1
Wood Shelf,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",35706,31,2
Bed Frame,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,18235,2,3
Cabinet,Aenean lectus. Pellentesque eget nunc.,47876,42,2
Coffee Table,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",46348,9,2
Wood Lamp,Integer ac leo.,49716,44,4
Bench,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",37909,5,4
Drawer,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",22640,13,4
Wall Decor,Donec semper sapien a libero.,49282,24,2
Wood Chair,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",38063,18,4
Dining Table,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,20822,3,1
Wood Shelf,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",15490,25,5
Bed Frame,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,16824,19,5
Cabinet,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",17333,13,3
Coffee Table,Nam nulla.,28124,25,5
Wood Lamp,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,12036,32,2
Bench,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",20834,25,3
Drawer,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2272,8,1
Wall Decor,Nulla tellus.,10851,21,3
Wood Chair,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",36185,33,4
Dining Table,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",20317,31,3
Wood Shelf,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,47266,4,1
Bed Frame,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",26386,35,4
Cabinet,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",21909,28,5
Coffee Table,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,47104,44,5
Wood Lamp,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",37882,49,5
Bench,Ut tellus.,43936,23,2
Drawer,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,28059,16,2
Wall Decor,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",28454,17,5
Wood Chair,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",4042,45,3
Dining Table,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",44505,25,5
Wood Shelf,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",41461,8,5
Bed Frame,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,36788,34,4
Cabinet,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,49299,32,5
Coffee Table,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",15795,21,5
Wood Lamp,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",16287,9,5
Bench,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",9947,38,5
Drawer,Suspendisse potenti. Nullam porttitor lacus at turpis.,4700,20,4
Wall Decor,Nulla ac enim.,42996,49,5
Wood Chair,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",44598,45,5
Dining Table,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,22357,32,1
Wood Shelf,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,31161,44,4
Bed Frame,Nullam molestie nibh in lectus. Pellentesque at nulla.,12623,37,2
Cabinet,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",30402,29,2
Coffee Table,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,10439,38,4
Wood Lamp,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",28703,33,5
Bench,In congue. Etiam justo. Etiam pretium iaculis justo.,42813,45,3
Drawer,Duis at velit eu est congue elementum.,936,23,2
Wall Decor,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",41827,49,3
Wood Chair,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",8930,10,5
Dining Table,Integer tincidunt ante vel ipsum.,29096,44,4
Wood Shelf,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,35346,19,1
Bed Frame,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,23920,42,3
Cabinet,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",35820,32,5
Coffee Table,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",29047,35,3
Wood Lamp,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,34418,42,5
Bench,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",34722,43,1
Drawer,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,24403,41,5
Wall Decor,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",11773,50,3
Wood Chair,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,7026,39,2
Dining Table,Aliquam erat volutpat. In congue. Etiam justo.,26066,2,3
Wood Shelf,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",42411,13,4
Bed Frame,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",14602,43,1
Cabinet,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",4583,29,2
Coffee Table,Vivamus vel nulla eget eros elementum pellentesque.,21247,31,2
Wood Lamp,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",4685,34,1
Bench,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",4018,4,4
Drawer,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",37836,18,5
Wall Decor,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,41993,13,4
Wood Chair,Curabitur in libero ut massa volutpat convallis.,17615,20,4
Dining Table,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",40153,27,2
Wood Shelf,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",35797,16,3
Bed Frame,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",3080,44,5
Cabinet,Praesent id massa id nisl venenatis lacinia.,18243,31,1
Coffee Table,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",21317,48,1
Wood Lamp,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",38575,27,4
Bench,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,43931,35,3
Drawer,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,397,26,2
Wall Decor,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,38938,6,4
Wood Chair,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",39343,6,4
Dining Table,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,11437,8,5
Wood Shelf,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",48903,17,2
Bed Frame,Nunc rhoncus dui vel sem. Sed sagittis.,13225,3,3
Cabinet,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",27985,27,4
Coffee Table,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",48708,12,1
Wood Lamp,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",9599,19,2
Bench,In sagittis dui vel nisl. Duis ac nibh.,14930,4,3
Drawer,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",30585,4,4
Wall Decor,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,43519,10,2
Wood Chair,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,5589,13,2
Dining Table,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",33499,34,2
Wood Shelf,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",6662,10,4
Bed Frame,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",42822,49,2
Cabinet,Phasellus sit amet erat.,20363,6,2
Coffee Table,Curabitur in libero ut massa volutpat convallis.,20400,13,5
Wood Lamp,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",35773,37,5
Bench,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",45692,40,1
Drawer,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",29062,17,2
Wall Decor,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,15706,41,5
Wood Chair,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,10909,42,5
Dining Table,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",35843,18,1
Wood Shelf,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,23090,34,5
Bed Frame,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",47400,48,2
Cabinet,Cras pellentesque volutpat dui.,18426,29,3
Coffee Table,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",33825,30,1
Wood Lamp,Donec vitae nisi.,23408,44,1
Bench,Pellentesque viverra pede ac diam.,14944,35,3
Drawer,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,43771,43,1
Wall Decor,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",23861,8,5
