order_id,amount,payment_method
670,35243,Credit Card
15024,22978,Credit Card
10983,20587,Credit Card
3653,31893,Credit Card
8194,34350,GCash
26683,25168,GCash
8680,47399,Cash on Delivery
19073,49387,Credit Card
19472,46279,GCash
19728,21754,GCash
9268,24327,Credit Card
18759,31077,Credit Card
13621,29050,GCash
6906,18727,Credit Card
82,38562,Cash on Delivery
28859,44568,GCash
28046,19371,Credit Card
12879,14169,GCash
25860,6368,Cash on Delivery
27279,7980,GCash
28385,39298,GCash
21871,38337,GCash
11694,7123,Cash on Delivery
19945,34890,Credit Card
29197,3772,Cash on Delivery
16540,49698,GCash
10475,39691,Cash on Delivery
8608,34604,Credit Card
11511,46606,GCash
22694,27009,GCash
17691,39171,Credit Card
28533,42209,GCash
28836,3007,Cash on Delivery
16747,44826,Credit Card
6033,14150,Credit Card
26484,9243,GCash
24508,29346,GCash
11960,14586,Cash on Delivery
26888,30209,Cash on Delivery
27453,26102,Credit Card
1592,2657,Cash on Delivery
7515,35817,Credit Card
10297,17433,Credit Card
20123,46606,GCash
19799,5970,Credit Card
27821,49931,Cash on Delivery
9988,34699,Credit Card
25839,49747,Cash on Delivery
10084,11111,Cash on Delivery
2455,19366,Credit Card
17934,22387,Cash on Delivery
13501,47598,Credit Card
8424,40175,Credit Card
21827,13283,Cash on Delivery
7061,21147,GCash
20150,22476,Cash on Delivery
17710,16556,Cash on Delivery
20621,40665,Cash on Delivery
22325,47839,Credit Card
25669,7046,Credit Card
26945,2973,GCash
11869,22643,Credit Card
5752,18299,Cash on Delivery
16150,19686,Credit Card
7286,35473,Cash on Delivery
9042,41590,Credit Card
19649,5032,Cash on Delivery
14520,8447,Cash on Delivery
3265,5391,Credit Card
16286,1469,Credit Card
6020,33794,GCash
15406,37824,Cash on Delivery
19294,34024,GCash
6,42513,Credit Card
15752,23317,GCash
23901,4034,GCash
20813,5899,Credit Card
28124,1419,Credit Card
18929,13978,GCash
27212,37158,Cash on Delivery
10760,3468,GCash
1602,32218,GCash
18360,38513,Credit Card
6642,23815,Cash on Delivery
2602,34131,Cash on Delivery
160,38853,GCash
19997,45816,GCash
20686,22787,Credit Card
14413,2593,GCash
11559,17275,GCash
23941,37932,Credit Card
3523,47975,Credit Card
16409,32231,Cash on Delivery
22326,33315,Credit Card
3827,3961,Cash on Delivery
10479,8925,Credit Card
12804,6393,Cash on Delivery
14573,12367,Cash on Delivery
12133,15126,GCash
20354,27423,Cash on Delivery
24149,36882,GCash
18586,48965,GCash
20277,32696,Cash on Delivery
8287,10339,Cash on Delivery
20126,14649,GCash
4806,25462,GCash
9297,35204,Cash on Delivery
25871,7657,Cash on Delivery
14740,27103,Cash on Delivery
24559,22437,GCash
16554,27811,GCash
11653,18356,GCash
219,36748,Credit Card
6044,22907,Cash on Delivery
24221,16025,Credit Card
18971,37230,GCash
9581,22168,GCash
11571,41509,Cash on Delivery
28232,45694,Cash on Delivery
2306,5479,Cash on Delivery
7402,10516,GCash
7809,38825,GCash
14748,22778,Credit Card
6402,32501,Cash on Delivery
842,9348,Cash on Delivery
28877,33386,GCash
10131,36809,GCash
6832,12840,GCash
8537,39696,Credit Card
2497,26236,GCash
6286,41636,Credit Card
24064,2813,Cash on Delivery
4404,35892,Cash on Delivery
21123,10000,Cash on Delivery
23238,33952,Credit Card
10822,27022,GCash
6123,13966,Cash on Delivery
16613,21322,Credit Card
11291,28195,Credit Card
28807,14600,GCash
12070,45311,Cash on Delivery
1049,13783,GCash
20347,28230,Credit Card
18995,8551,Cash on Delivery
17490,15123,Credit Card
19102,7961,GCash
17550,35522,Credit Card
11742,7596,GCash
9284,38591,Credit Card
8328,14860,Cash on Delivery
17672,22524,GCash
6769,9529,Cash on Delivery
6455,3283,Cash on Delivery
25397,42136,GCash
25871,35011,GCash
383,27141,Credit Card
25616,45951,Cash on Delivery
2673,43261,GCash
27664,46437,GCash
22978,44298,Credit Card
3303,767,Credit Card
14572,32750,Credit Card
21553,37808,Credit Card
4373,46181,Credit Card
5494,13645,Credit Card
212,29163,GCash
10036,18726,Cash on Delivery
3602,36139,Credit Card
9410,26663,Credit Card
22630,18941,Cash on Delivery
20854,42132,Credit Card
12291,48549,Credit Card
18569,42479,GCash
1585,43812,Cash on Delivery
18687,35417,GCash
19011,45408,Credit Card
1937,34479,Cash on Delivery
25770,14579,GCash
24335,7856,Cash on Delivery
12224,41505,Cash on Delivery
5381,866,Credit Card
16049,12807,GCash
346,37001,GCash
29782,31125,Credit Card
19982,31609,Cash on Delivery
21223,27966,Cash on Delivery
13162,16671,Cash on Delivery
8149,34450,GCash
2810,3293,Credit Card
28742,4603,Credit Card
4933,31869,GCash
28862,47469,Credit Card
9494,29092,Cash on Delivery
3359,7347,GCash
13300,20197,Cash on Delivery
12634,48116,Credit Card
14003,38434,Cash on Delivery
16669,38753,Credit Card
18131,40014,GCash
4467,9819,Cash on Delivery
4138,5176,Credit Card
2226,33456,GCash
1885,27235,Credit Card
6364,44672,GCash
22524,25916,GCash
13873,5308,Credit Card
28057,3502,GCash
5071,3246,Cash on Delivery
22575,41438,Cash on Delivery
1846,38880,GCash
14955,16668,Cash on Delivery
12099,49474,GCash
17267,30732,Cash on Delivery
5354,19476,Credit Card
10919,32894,Credit Card
2933,40473,GCash
9893,23738,GCash
27483,30211,Cash on Delivery
11693,1018,Cash on Delivery
26219,28163,GCash
24551,3153,GCash
17339,28249,GCash
27797,41763,Cash on Delivery
28189,46549,GCash
28117,9676,Credit Card
9574,2840,Credit Card
11781,44372,Credit Card
17096,33186,Credit Card
20614,47033,Cash on Delivery
22757,23220,GCash
6065,22986,Cash on Delivery
23564,43347,GCash
7582,41944,Cash on Delivery
16202,44442,Cash on Delivery
6249,10435,Cash on Delivery
6570,32041,Cash on Delivery
1467,21985,GCash
19474,26510,Cash on Delivery
3662,3317,GCash
1682,25967,Credit Card
28201,23483,Credit Card
17784,33725,Cash on Delivery
8552,8447,Credit Card
22866,22803,GCash
8816,46713,Cash on Delivery
28731,46822,Credit Card
11033,41454,Credit Card
28366,17527,Credit Card
5282,24036,GCash
22234,4212,GCash
11158,2517,Credit Card
453,16851,Credit Card
9202,15046,Cash on Delivery
6050,28665,GCash
29724,365,Credit Card
11913,41562,GCash
3075,44408,GCash
16318,5284,Cash on Delivery
15215,205,Cash on Delivery
27285,34712,Credit Card
20567,32300,Credit Card
22027,1560,GCash
11993,252,Cash on Delivery
28151,48790,GCash
5012,26472,GCash
11052,25760,GCash
18322,20763,Credit Card
11436,13917,GCash
2097,37866,GCash
7374,38387,Cash on Delivery
2138,19564,Credit Card
18648,14815,Cash on Delivery
13651,6290,GCash
20746,32100,GCash
10111,19721,GCash
3454,32127,GCash
26178,523,GCash
11898,41735,GCash
24126,35303,Cash on Delivery
28248,43300,Cash on Delivery
17697,20655,Cash on Delivery
5651,11731,GCash
29609,47852,Cash on Delivery
4939,21429,GCash
14663,46129,GCash
9406,34242,Credit Card
25829,49997,GCash
21666,47816,GCash
22998,48931,GCash
16867,14442,Cash on Delivery
7997,46771,Credit Card
23243,10537,Credit Card
734,24566,Credit Card
23850,36143,GCash
14372,2000,Cash on Delivery
1033,47025,Cash on Delivery
13422,25779,Cash on Delivery
20001,4244,Credit Card
7859,46274,Cash on Delivery
10809,16183,Cash on Delivery
11013,29815,GCash
8704,42099,Cash on Delivery
7333,16458,Credit Card
327,275,Cash on Delivery
26931,45407,Credit Card
2354,35179,Credit Card
1097,9259,Cash on Delivery
8322,6246,GCash
29338,20032,Cash on Delivery
20376,48409,Credit Card
6033,40449,Cash on Delivery
19083,12993,GCash
3484,49487,Credit Card
23364,47634,GCash
5755,474,Credit Card
23859,13933,Cash on Delivery
3329,5925,Credit Card
29039,31378,Credit Card
20085,18598,GCash
26740,46106,GCash
16078,15121,GCash
1116,1416,Cash on Delivery
18099,8826,GCash
27933,31766,Cash on Delivery
20460,34115,GCash
24917,22398,Credit Card
22881,33696,Credit Card
8277,16652,Credit Card
29426,14072,GCash
26359,21271,Cash on Delivery
23962,48059,GCash
1345,8517,Credit Card
8598,11309,Credit Card
1014,25130,GCash
18673,21124,GCash
10258,40832,Cash on Delivery
2192,37262,GCash
23187,27435,Cash on Delivery
219,9441,Credit Card
29920,46229,GCash
8882,46437,GCash
8024,48191,Credit Card
7590,25644,Credit Card
24449,24979,Credit Card
22086,21805,Cash on Delivery
8715,40700,Cash on Delivery
12319,12773,Credit Card
7830,19460,Credit Card
10912,18881,Cash on Delivery
21308,15393,Cash on Delivery
7615,30369,Cash on Delivery
29358,10516,Credit Card
15552,8069,Cash on Delivery
1026,41098,Credit Card
6783,34498,Credit Card
29148,35651,Cash on Delivery
2034,44127,Credit Card
27867,958,Credit Card
13125,25014,GCash
15448,23380,GCash
17546,46483,Cash on Delivery
5072,5857,Credit Card
16880,12766,Cash on Delivery
15546,35543,Credit Card
17213,14766,Credit Card
26447,14300,Credit Card
14272,4151,Credit Card
11977,4379,GCash
25593,43414,Cash on Delivery
20831,49741,GCash
7708,47916,Credit Card
10752,40983,Credit Card
13244,29154,Credit Card
18297,38557,Credit Card
7788,22084,Cash on Delivery
25521,12548,Credit Card
25896,31859,GCash
20688,35318,Cash on Delivery
25628,39875,Cash on Delivery
795,14496,Cash on Delivery
13592,40852,GCash
23058,4025,Cash on Delivery
18082,43077,Cash on Delivery
10302,16380,Cash on Delivery
28404,15950,Credit Card
10031,16214,Cash on Delivery
25653,18795,Cash on Delivery
7495,38202,Credit Card
3701,44229,GCash
6960,28004,Credit Card
22083,25580,Credit Card
16481,32817,GCash
12642,5685,Cash on Delivery
24665,49651,Credit Card
15620,14975,GCash
27257,27195,Cash on Delivery
27211,8599,Cash on Delivery
24890,14564,Cash on Delivery
17675,42644,Cash on Delivery
1783,3823,GCash
8094,31579,GCash
27385,38099,GCash
10410,11733,Cash on Delivery
16871,47674,Credit Card
29385,45999,Credit Card
22736,46241,GCash
25234,49368,Credit Card
1946,7163,Credit Card
28776,33448,GCash
13085,1227,GCash
2717,36942,Credit Card
29980,18944,Credit Card
16204,45544,Cash on Delivery
5756,42888,Cash on Delivery
20975,23047,Cash on Delivery
13340,27543,Cash on Delivery
14424,15556,Cash on Delivery
17037,32192,GCash
22622,43691,Credit Card
19633,19863,GCash
13540,9711,Credit Card
19872,20204,GCash
15552,1055,GCash
24485,19588,Credit Card
21374,46089,Credit Card
19894,4830,GCash
1824,963,Credit Card
15448,2146,Credit Card
28898,28036,Credit Card
24926,42947,Cash on Delivery
21892,34558,Credit Card
13647,10551,Cash on Delivery
28648,15539,GCash
19961,26879,Cash on Delivery
11711,3700,GCash
8941,48800,GCash
14153,45609,Credit Card
28381,38126,GCash
1606,26257,Credit Card
24150,17421,GCash
4592,8359,GCash
9522,1744,Cash on Delivery
19817,13677,GCash
29416,10743,Credit Card
6119,463,GCash
22438,15175,Credit Card
1294,19071,GCash
12414,29244,GCash
24954,16659,GCash
19030,22598,GCash
15208,32165,GCash
29298,13430,GCash
12764,17442,Credit Card
4325,44757,Cash on Delivery
3255,14833,Credit Card
19359,26765,Cash on Delivery
21990,26237,GCash
17174,4984,Cash on Delivery
3836,17666,Credit Card
20656,25734,Cash on Delivery
23418,40505,Credit Card
13488,6262,Cash on Delivery
7301,13787,Cash on Delivery
24578,49733,Credit Card
13519,2084,GCash
4507,18166,Credit Card
25339,38110,Credit Card
19455,24155,Credit Card
4241,6037,Cash on Delivery
11684,40847,GCash
10873,44089,Cash on Delivery
19586,12283,Credit Card
14608,796,GCash
778,39680,GCash
21980,21370,GCash
27916,7898,Credit Card
16671,22862,GCash
19491,25770,GCash
20491,30805,Credit Card
20642,255,Credit Card
2010,41585,GCash
6244,41143,GCash
2869,29076,GCash
27644,17113,Cash on Delivery
28651,43751,Credit Card
8008,7182,Cash on Delivery
27790,9637,GCash
8607,1831,Cash on Delivery
12382,40573,GCash
27663,33480,GCash
22425,47054,Credit Card
7864,26554,GCash
18498,38500,GCash
20977,45198,Credit Card
21865,45346,GCash
19701,14279,Cash on Delivery
19009,44846,GCash
11977,47603,Credit Card
22068,29372,Cash on Delivery
10681,6131,GCash
16104,12213,GCash
2079,13500,GCash
4592,23265,Credit Card
21909,30170,GCash
22795,27134,Credit Card
12096,7871,Credit Card
25532,36109,Cash on Delivery
24649,30994,GCash
7291,15261,Credit Card
8929,19976,Cash on Delivery
2832,16802,Credit Card
13940,21222,Cash on Delivery
15361,42064,GCash
2298,45024,Cash on Delivery
7920,12780,GCash
9503,39555,GCash
11627,47166,GCash
25411,22332,GCash
14502,41847,Cash on Delivery
28440,22818,GCash
14416,22647,GCash
8024,3955,GCash
29223,46217,GCash
20302,35997,GCash
21351,9059,GCash
20792,4386,Credit Card
20131,18302,Cash on Delivery
27814,594,GCash
22287,11949,Cash on Delivery
9488,47981,Cash on Delivery
23674,24060,Credit Card
9383,11814,GCash
18156,10464,Credit Card
4873,48807,GCash
2195,38825,Credit Card
22747,8680,Cash on Delivery
26674,7850,Cash on Delivery
17639,39404,GCash
829,12377,GCash
22357,12159,Cash on Delivery
17128,34908,GCash
19931,43458,Cash on Delivery
14356,9609,Cash on Delivery
571,23270,Cash on Delivery
5186,3485,GCash
28896,12387,Credit Card
25448,14773,Credit Card
837,46157,Credit Card
3707,29247,Credit Card
22953,34710,Cash on Delivery
3685,6815,GCash
21274,4656,Cash on Delivery
21051,17100,Credit Card
6281,28838,Credit Card
6054,33649,Cash on Delivery
2285,1795,Credit Card
14713,45397,Cash on Delivery
29417,24605,GCash
22696,11504,Credit Card
14964,49344,GCash
3685,20538,Credit Card
23805,24233,GCash
24626,49849,Credit Card
4636,36679,GCash
641,24347,Cash on Delivery
24579,49494,Cash on Delivery
5203,3100,GCash
13289,40046,Cash on Delivery
27756,37713,GCash
19637,24126,Cash on Delivery
11360,1467,Credit Card
2790,38504,Cash on Delivery
3113,44315,Cash on Delivery
23402,22650,GCash
26967,46008,GCash
29110,31130,Credit Card
25946,6967,Credit Card
26265,12054,Cash on Delivery
9536,47349,Credit Card
26354,8858,Credit Card
2165,29117,Cash on Delivery
21359,20371,GCash
12761,19408,Cash on Delivery
4176,46696,Cash on Delivery
1928,42798,Credit Card
982,47128,Credit Card
27948,21334,GCash
18917,16222,GCash
17328,25584,Credit Card
2432,38552,Cash on Delivery
7157,29992,Cash on Delivery
11770,31385,GCash
29186,384,GCash
1669,17987,Cash on Delivery
23724,6173,Cash on Delivery
20268,28393,Credit Card
5384,9464,GCash
19994,29814,GCash
2709,37242,Cash on Delivery
4069,42401,GCash
18506,17970,GCash
28552,23454,Cash on Delivery
6440,12726,Cash on Delivery
22721,38388,Cash on Delivery
18144,3545,Cash on Delivery
3481,43232,Credit Card
24965,35178,GCash
14726,28413,Cash on Delivery
12173,36376,GCash
8025,33436,Cash on Delivery
23853,14194,GCash
16805,2218,Credit Card
454,39501,Credit Card
8062,40103,Credit Card
10003,27897,Cash on Delivery
25754,26251,GCash
21893,34122,GCash
21041,38420,GCash
20729,28783,Credit Card
29671,13955,Cash on Delivery
13349,11169,Cash on Delivery
12227,29929,GCash
13566,23872,Credit Card
8695,23921,Cash on Delivery
29364,25826,Cash on Delivery
10430,34782,GCash
7459,46612,GCash
23737,32198,GCash
28824,18190,Cash on Delivery
9704,35147,GCash
24276,20289,GCash
444,10648,GCash
26247,24466,Credit Card
2739,25888,Credit Card
2979,43173,Cash on Delivery
21361,6951,GCash
28863,44796,Credit Card
9795,18112,Credit Card
17455,41057,Credit Card
15395,34020,Cash on Delivery
24733,31298,GCash
15818,35210,Cash on Delivery
15277,14478,Cash on Delivery
5234,48792,GCash
18257,17699,Cash on Delivery
27189,40048,GCash
10532,5776,Credit Card
13263,36697,Credit Card
1666,45659,Cash on Delivery
29115,17876,GCash
2219,48050,GCash
3038,13879,GCash
3196,8626,Cash on Delivery
1948,25478,GCash
4569,29461,GCash
6170,46736,GCash
284,9645,Cash on Delivery
22524,9688,Credit Card
22455,17549,GCash
20057,34080,GCash
4751,18321,Cash on Delivery
3251,25449,GCash
7860,46260,Cash on Delivery
26100,20742,Credit Card
7778,25822,Cash on Delivery
11165,10432,Credit Card
14101,28996,GCash
16077,23990,Cash on Delivery
4245,22780,GCash
21950,34128,GCash
8167,35670,GCash
7850,44863,Credit Card
4519,36922,GCash
20822,43421,Cash on Delivery
27875,14563,Cash on Delivery
11579,47037,Credit Card
14978,31237,Cash on Delivery
27939,46659,Credit Card
14738,18327,Credit Card
12924,21743,Credit Card
12984,31269,GCash
2627,36271,GCash
25561,28574,Cash on Delivery
6365,45349,Credit Card
13066,27636,Cash on Delivery
17724,44643,Cash on Delivery
16349,16555,Credit Card
22074,39116,Cash on Delivery
14492,20692,GCash
19439,9999,Cash on Delivery
8699,2330,Cash on Delivery
2019,25658,Cash on Delivery
13095,141,Cash on Delivery
16799,36076,Credit Card
16401,38563,GCash
23557,44181,Credit Card
13890,16338,GCash
804,21765,GCash
11062,32115,Credit Card
507,15894,Credit Card
7784,2165,Cash on Delivery
26781,26798,GCash
21724,36041,Credit Card
1540,36157,GCash
20555,3821,GCash
25671,17343,GCash
2181,35329,GCash
8614,1646,GCash
7956,36373,Cash on Delivery
21719,28658,Credit Card
11447,35497,Cash on Delivery
29680,27355,Cash on Delivery
9358,13542,GCash
8599,25348,Credit Card
4143,47423,GCash
14613,46763,GCash
2532,37199,GCash
24450,43397,GCash
29994,15682,Credit Card
22048,39580,GCash
6513,14406,Cash on Delivery
23615,25474,Credit Card
1386,32492,Cash on Delivery
1179,45901,GCash
9111,14389,Credit Card
17953,15942,Cash on Delivery
20308,3893,Cash on Delivery
4340,31371,Credit Card
7364,37813,Cash on Delivery
2229,38293,Cash on Delivery
3099,30375,GCash
8308,37315,Cash on Delivery
7000,46630,Credit Card
21269,13163,GCash
27214,10206,Credit Card
6393,14001,Credit Card
21623,27272,Credit Card
4993,1367,Credit Card
18987,9983,Cash on Delivery
17580,12550,Credit Card
13670,49557,Credit Card
24747,39209,Credit Card
10472,21107,Cash on Delivery
3807,27989,Cash on Delivery
10497,43423,Credit Card
3038,7796,Cash on Delivery
28691,48468,Credit Card
25022,13310,Credit Card
12248,47348,Cash on Delivery
21169,26116,GCash
21964,37230,Cash on Delivery
6080,43949,Credit Card
28204,7706,Credit Card
12809,17245,Cash on Delivery
8223,35392,GCash
20922,19097,GCash
13636,10117,Credit Card
12127,14600,GCash
27258,41107,Credit Card
14714,19185,Credit Card
13171,6682,Cash on Delivery
16773,20421,Credit Card
5717,44845,GCash
18983,976,GCash
15535,9986,Cash on Delivery
6409,34781,Credit Card
8943,4450,Credit Card
17187,32541,Credit Card
17573,738,GCash
11431,29468,Credit Card
4859,5239,GCash
21302,5162,Credit Card
17881,48645,Credit Card
19353,42170,GCash
21865,27798,Credit Card
7944,43556,GCash
4045,22570,Credit Card
13140,28794,Credit Card
19941,3121,Cash on Delivery
10737,31814,Credit Card
29493,17218,GCash
20722,1245,GCash
13331,33523,Cash on Delivery
18256,41551,Credit Card
26327,204,Cash on Delivery
10457,30060,Cash on Delivery
23502,15158,GCash
2677,16437,Credit Card
15639,39275,GCash
4546,1024,Credit Card
26182,8479,Cash on Delivery
6377,40611,GCash
346,17471,GCash
6032,6664,Credit Card
15863,47165,GCash
1410,41404,GCash
6331,26623,GCash
5446,39291,GCash
3253,23413,Credit Card
4683,3253,GCash
5368,21472,GCash
21082,38197,Credit Card
24271,11354,Credit Card
6816,6379,Credit Card
24701,49099,Cash on Delivery
3289,10050,Cash on Delivery
7814,27589,Credit Card
15151,2772,Cash on Delivery
15228,49356,GCash
4972,17973,GCash
7588,16275,GCash
13214,24911,GCash
15600,36456,Credit Card
10912,18733,Credit Card
10456,15698,GCash
11173,8154,Cash on Delivery
20785,49621,GCash
25593,13816,GCash
25568,33433,Credit Card
28921,42215,GCash
8445,23494,Credit Card
14860,16054,Credit Card
